episode_id,episode_name,release_date,episode_description,views,estimatedMinutesWatched,averageViewDuration,averageViewPercentage,subscribersGained,subscribersLost,likes,dislikes,comments,shares,thumbnail_url,thumbnail_url_maxres
-Hwlvkfp698,"The Fitness Scientist: ""Even A Little Alcohol Is Hurting Your Health!"" Kristen Holmes",2024-01-04,"If you enjoy hearing about the transformative power of sleep, I recommend you check out my conversation with Dr Matthew Walker, which you can find here: https://www.youtube.com/watch?v=Us8n8VBQn_c

00:00 Intro
02:13 Why do you do the work you do?
02:48 What your work is and involves
05:03 The Importance Of Sleep Wake Timing - circadian rhythm
10:16 Humans Haven't Adapted For Artificial Light
15:07 The Myths Around The Hours Of Sleep You Get
18:43 A Lack Of Sleep Is Hurting Muscle Growth
20:08 A Solid Sleeping Pattern Can Prevent Sickness
25:23 The Best Times To Eat For The Perfect Sleep
32:26 The Positive and Negative Effect Of Exercise On Our Sleep
34:09 The Importance Of Getting Sunlight When We Wake Up
36:32 Things To Do For A Perfect Night's Sleep
39:20 A Message For People That Aren’t Taking This Information Seriously
45:14 Growing Up With Addiction
51:54 What Alcohol Is REALLY Doing To Our Sleep
01:00:15 The Effects Of Coffee On Our Sleep
01:01:01 Shift Workers Have A Lower Life Expectancy
01:03:37 Mental Health
01:06:26 How To Reduce Stress In The Moment
01:07:54 Sleep Deprivation & How It Affects Our Actions
01:15:43 The Relationship Between Sex & Sleep
01:19:00 Ads
01:20:53 What Is HRV & Why Is It So Important?
01:30:01 Why The Relationship We Have With Ourselves Is So Important To Our Sleep - The Psychological Effects
01:32:21 The Importance Of A Growth Mindset & Positivity
01:35:39 What To Do If You Have A Motivation Problem
01:41:57 Writing Down Your Values
01:46:29 The Last Guest's Question

Follow Kristen:
Instagram: https://bit.ly/47oC8fh


Get tickets to The Business & Life Speaking Tour: https://stevenbartlett.com/tour/

FOLLOW ►
Instagram: https://www.instagram.com/steven/
Twitter: https://x.com/StevenBartlett?s=20
Linkedin: https://www.linkedin.com/in/steven-bartlett-56986834/

Sponsors:
Whoop: https://join.whoop.com/en-uk/CEO
Shopify: http://shopify.com/bartlett
Huel: https://g2ul0.app.link/G4RjcdKNKsb",1905902,24850540,782,11.87,15370,713,39083,769,2466,57016,https://img.youtube.com/vi/-Hwlvkfp698/hqdefault.jpg,https://img.youtube.com/vi/-Hwlvkfp698/maxresdefault.jpg
Htg3HCgrJK4,I've PROVEN This Food Keeps You Young & This Oil Reduces Inflammation by 85%! Bryan Johnson,2023-11-09,"If you enjoyed this episode, I recommend you check out my first conversation with Bryan Johnson, which you can find here: https://www.youtube.com/watch?v=1yfoonW1InE

00:00 Intro
02:17 Blueprint: The Study to Reverse Your Age
05:24 A Scientific & Measurable Perspective on My Health & the World
07:39 First Person To Achieve Perfect Sleep for 6 Months
13:48 How To Achieve Perfect Sleep
16:49 The Ultimate Effort to Not Die
23:56 What Are the Consequences of Extending Our Lives?
26:56 Brain Scans & My Psychedelic Experience 
36:52 The Most Compelling Argument Against Blueprint
39:42 The Endless Possibilities of Genetic Engineering
42:18 High Street Supplements for Anti-Aging: What Really Works
49:07 The Surprising Impact of Nighttime Erections
01:01:00 Reversing Hair Loss
01:05:52 Testing the Human Blueprint Program on Others
01:14:02 Becoming the Top 7% Fittest in My Age Group
01:15:13 Balancing the Blueprint Program and My Former Social Life
01:17:55 The Toughest Sacrifices Made
01:21:38  Do You Want To Die?
01:24:04  Achievements Since Your Last Show Appearance
01:27:25 Creating the Ultimate Supplements for Every Individual
01:29:41 What Do You Disagree About with Bryan?
01:31:24 A Special Message from Bryan to the DOAC Community
01:32:54 Managing Online Hate
01:37:54 An Analogy for Our Future

You can follow all the work and progress of Bryan and Blueprint here: https://bit.ly/3QP8VF2

Follow Bryan:
Instagram: https://bit.ly/3rTLMaF
Twitter: https://bit.ly/47hUDDi

My new book! 'The 33 Laws Of Business & Life' is out now:
https://smarturl.it/DOACbook

Flightfund:
https://flightfund.com/

Listen on:
Apple podcast - https://podcasts.apple.com/gb/podcast/the-diary-of-a-ceo-by-steven-bartlett/id1291423644
Spotify - https://open.spotify.com/show/7iQXmUT7XGuZSzAMjoNWlX

Join this channel to get access to perks:
https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw/join

FOLLOW ►
Instagram: https://www.instagram.com/steven/
Twitter: https://x.com/StevenBartlett?s=20
Linkedin: https://www.linkedin.com/in/steven-bartlett-56986834/

Sponsors:
British Airways: https://www.britishairways.com/en-gb/offers/sale
UNTIL: https://until.co.uk
Huel: https://g2ul0.app.link/G4RjcdKNKsb",2325252,30605661,790,12.74,20100,1128,52427,1499,5552,30702,https://img.youtube.com/vi/Htg3HCgrJK4/hqdefault.jpg,https://img.youtube.com/vi/Htg3HCgrJK4/maxresdefault.jpg
5o-tRub-0pQ,"The Exercise Neuroscientist: NEW RESEARCH, The Shocking Link Between Exercise And Dementia!",2024-05-23,"Dr Wendy Suzuki is a Professor of Neural Science and Psychology at New York University and the bestselling author of books such as, ‘Good Anxiety’ and ‘Healthy Brain, Happy Life’. 

00:00 Intro
02:18 The Importance of Healthy Brain
02:58 Why People Need To Look After Their Brains
04:23 How To Keep Your Brain Healthy
07:09 Learning This About The Brain Changed My Life
10:37 My Father's Dementia Journey
12:37 You Can Grow New Brain Cells
16:01 How Learning Changes The Structure Of Your Brain
18:43 You Can Improve Your Brain Health At Any Point - Here's How
22:28 What's Causing Dementia & Alzheimer's
24:24 How Does Memory Work?
24:53 How To Improve Your Bad Memory
26:35 The Different Types Of Memory
27:35 How To Remember Things Better
28:49 The Memory Palace Technique
33:04 Holding a Real Human Brain
37:19 The Best Exercise For Your Brain
42:04 How To Be Better At Speaking And Memory
43:37 The Effects Of Coffee On Our Brains
45:09 What Lack Of Sleep Is Doing To Your Neurons
46:58 The Best Diets For An Optimal Brain
47:48 The Shocking Benefits Of Human Connections
49:15 Neuroscientist Recommends This Morning Routine For Optimal Brain Function
50:31 What Are The Worst Habits For Your Brain?
51:41 Does Mindfulness Help The Brain?
52:21 What Social Media Is Doing To Your Brain
55:46 What To Do About Social Media And Phone Addiction
59:21 Anxiety Levels Are Increasing
01:04:02 Where Do We Experience Anxiety In The Brain?
01:06:22 How To Turn Down Our Stress Levels
01:08:18 What Do Emotions Do To Our Brain And Body?
01:10:21 Ads
01:11:22 Does The Brain Change When We're In Love?
01:14:13 What You Learn From Going Through Grief
01:29:26 What Is The Best Quality Of Humanity

You can purchase Wendy’s book, ‘Good Anxiety’, here: https://amzn.to/3wPFoDZ 

Follow Wendy: 
Instagram - https://bit.ly/3wIeNZw 
Twitter - https://bit.ly/3V3gHNL 

Follow me:
https://beacons.ai/diaryofaceo  

Sponsors: 
PerfectTed: https://bit.ly/PerfectTed-DOAC with an exclusive code DIARY10 for 10% off",8667820,115127824,796,14.61,150208,1698,229662,3860,7051,274422,https://img.youtube.com/vi/5o-tRub-0pQ/hqdefault.jpg,https://img.youtube.com/vi/5o-tRub-0pQ/maxresdefault.jpg
3esF-pNAM9c,Glucose Goddess: The Alarming New Truth About Grapes! These 10 Hacks To Strip Fat Without Exercise!,2024-09-19,"Jessie Inchauspé is a world-leading biochemist and founder of the Glucose Goddess movement. She is also the bestselling author of books such as, ‘Glucose Revolution: The life-changing power of balancing your blood sugar’ and ‘The Glucose Goddess Method’. 

00:00 Intro  
02:29 Why Is Glucose So Important for Your Health?  
05:01 What Glucose Spikes Reveal About Your Body's Health  
06:23 How Sugar Impacts Your Cells  
10:10 How Glucose Spikes Accelerate Aging and What You Can Do About It  
12:14 The Link Between Muscle Mass & Sugar Usage  
14:12 These 'Healthy' Foods Are Causing Massive Glucose Spikes!  
16:36 Surprising Non-Sweet Foods That Cause Glucose Spikes  
18:25 Is There Such a Thing as 'Good' Sugar?  
19:33 The Best and Worst Sweeteners for Your Health  
22:41 How Sugar Accelerates Aging
25:11 The Link Between Glucose, Hormones, and Fertility  
28:11 Can PCOS Be Reversed Through Diet?  
29:31 Why You Should Always Start Your Day with a Savory Breakfast  
31:57 Why We Crave Sugar
34:58 Is Intermittent Fasting Really Good for You?  
36:59 The Truth About Calorie Restriction
40:55 The Food You're Giving Your Children Might Be Hurting Them  
43:16 Study Reveals How Sugar Makes You More Irritable  
47:24 Hack 2: One Tablespoon of Vinegar a Day
48:37 Hack 3: Vegetables First
49:59 Hack 4: Exercising After Eating 
51:55 I Tried 4 Glucose Hacks for 4 Weeks 
01:02:01 How to Use Vinegar to Manage Glucose: A Step-by-Step Guide  
01:03:56 The Link Between Visceral Fat and Glucose Spikes  
01:05:55 The Scary Link Between Sugar and Alzheimer’s Disease  
01:09:42 Are We Creating Medicine to Fix Unhealthy Food Habits?  
01:15:00 The Hidden Agenda: Why Food Companies Add More Sugar to Their Products  
01:19:13 The Link Between Glucose Spikes and Menopause  
01:27:28 How Menopause Affects Glucose Spikes and What You Can Do  
01:29:18 Does Coffee Cause Glucose Spikes? 
01:35:19 The Last Guest Question

Follow Jessie: 
Instagram - https://g2ul0.app.link/EAZvb22cYMb 
Twitter - https://g2ul0.app.link/mQloW05cYMb 
Glucose Goddess - https://g2ul0.app.link/lA9f3f8cYMb 

Learn more about Jessie’s ‘Anti-Spike Formula’, a natural supplement to reduce blood sugar, here: https://g2ul0.app.link/w0OL8i5LZMb 

You can purchase Jessie’s book, ‘The Glucose Goddess Method’, here: https://g2ul0.app.link/Om4dp4fjZMb 

Get your hands on the brand new Diary Of A CEO Conversation Cards here: https://appurl.io/iUUJeYn25v

Follow me:
https://g2ul0.app.link/gnGqL4IsKKb 

Get access to exclusive Diary of a CEO members content here: https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw/join

Sponsors:
PerfectTed - https://www.perfectted.com/ with code DIARY40 for 40% off
Adobe Express - https://www.adobe.com/uk/express/spotlight/stevenbartlett?sdid=5NHJ82ZD&mv=social",6843082,92110806,807,13.4,67317,1510,146007,3837,9441,262255,https://img.youtube.com/vi/3esF-pNAM9c/hqdefault.jpg,https://img.youtube.com/vi/3esF-pNAM9c/maxresdefault.jpg
oQqcnYcKx68,The No.1 Menopause Doctor: They’re Lying To You About Menopause! Mary Claire Haver,2023-12-18,"Menopause symptoms, perimenopausal symptoms, weight loss, exercise, hormone replacement therapy. If you enjoyed this, you will LOVE this conversation with Dr Mindy Pelz: https://www.youtube.com/watch?v=e2mQOGzHtQc

00:00 Intro
02:56 Your mission
07:05 The Crazy Effects Of Menopause On Women's Bodies & Their Mental Health
09:13 What Is Menopause & It's Symptoms?
15:00 Women With Menopause Are Being Let Down By Our Medical System & Society
19:03 Are You Skeptical About The Medical System?
20:39 The Health Consequences Of Menopause
27:00 How Can We Give Women The Support They Need?
31:54 What Is Inflammation?
35:01 The Importance Of Fiber In Our Diets
37:12 Fasting
41:38 Fuel Refocus
43:05 The Importance Of Building Muscle Mass
45:23 Does Hormone Therapy Cause Cancer?
52:33 The Side Effects Of Hormone Therapy
54:16 How To Help Women With Menopause
55:21 The Link Between Sex & Menopause
57:12 A Story About One Of Your Patients
59:45 Advice For Men
01:02:38 Do Men Experience Anything Similar?
01:06:58 Sleep Disruption
01:08:33 The Perfect Exercises During Menopause
01:09:58 Your Diet
01:13:17 Ads
01:15:30 A History In Your Family Of Why This Is So Important To You
01:18:43 Your New Book
01:22:19 The Last Guest's Question
Follow Mary Claire Haver:
Instagram: https://bit.ly/3TtYGrv
TikTok: https://bit.ly/3v9U3sq

Pre-Order Dr Mary’s new book here: https://amzn.to/41tQtW8

The Galveston Diet: https://amzn.to/3v7g9fu

Flightfund:
https://flightfund.com/

The Conversation Cards:
https://bit.ly/4amtNew

Watch the episodes on Youtube -
https://g2ul0.app.link/3kxINCANKsb

My new book! 'The 33 Laws Of Business & Life' is out now:
https://smarturl.it/DOACbook


Follow me:
Instagram: http://bit.ly/3nIkGAZ
Twitter: http://bit.ly/3ztHuHm
Linkedin: https://bit.ly/41Fl95Q
Telegram: http://bit.ly/3nJYxST

Sponsors: 
Huel: https://try.huel.com/steven-bartlett
Eight Sleep: https://www.eightsleep.com/uk/steven/ CODE: STEVEN",3988147,54130344,814,15.92,56387,1387,110769,1510,7322,235594,https://img.youtube.com/vi/oQqcnYcKx68/hqdefault.jpg,https://img.youtube.com/vi/oQqcnYcKx68/maxresdefault.jpg
IgW1jepnJp4,The Men's Sex Doctor Every Man Should Know These 7 Bedroom Secrets - Dr. Mohit Khera,2025-01-09,"Dr Mohit Khera is a Professor of Urology at Baylor College of Medicine specialising in male and female sexual dysfunction. He is also the co-author of the book, ‘RE-COUPLING: A Couple's 4-step Guide to Greater Intimacy and Better Sex’

00:00 Intro
01:59 Who Is Mohit and What Does He Do?
02:29 What Is a Sexspan and Why Does It Matter?
03:40 Is It Possible to Make Sexspan Last as Long as Lifespan?
04:56 Mohit's Professional Experience and the People He's Worked With
06:56 The Most Popular Things People Ask Mohit and Why They Come to See Him
11:07 Most Common Reason for Low Libido: How Much of It Is Related to Lack of Compatibility?
15:16 What Is Libido?
15:36 Connection Between Erectile Dysfunction and Low Libido
18:35 What Are the Side Effects of ED Pills?
21:15 The Biggest Side Effect of Cialis
21:41 Who Shouldn't Take Cialis?
23:24 Treatment for Sexual Dysfunction in Women
25:34 Connection Between Stress and Dopamine
27:02 Types of Activities That Raise Dopamine Levels
29:18 How Much Does Pornography Contribute to Low Libido?
30:50 Why Do People Have Less Sex Nowadays?
32:12 Role of Pornography in Shifting Sexual Behaviors
36:24 Connection Between Obesity and Sexual Dysfunction
39:04 Losing Weight Boosts Testosterone Levels
40:11 Impact of Testosterone Therapy on Sexual Activity
42:19 Should Someone Like Steven Be Taking Testosterone?
44:13 Testosterone Therapy in Women
47:07 HRT for Women
48:47 The Decline in Testosterone
50:19 What Lifestyle Changes Should We Make to Increase Fertility?
55:35 If a Couple Came to You With Sexual Problems, What Would You Focus on Naturally?
59:53 40% of Men at 40 Will Have ED
01:01:19 The Stigma Around ED
01:03:12 Personal Experiences With Sexual Dysfunction
01:05:49 The Impact of Kids on Sex Lives
01:06:45 Premature Ejaculation
01:09:57 Is Testosterone Dangerous?
01:11:22 Will Testosterone Injections Reduce My Lifespan?
01:13:34 Links Between Depression and Testosterone
01:14:55 The Importance of Communication for Sex
01:16:00 Improving Sexual Dysfunction in Men and Women
01:16:54 Pain During Sex for Women
01:18:28 How Do We Improve Communication in the Bedroom?
01:20:40 Are There Any Risks to Vibrators?
01:23:35 Abnormal Curvature of the Penis
01:25:01 Cures for ED, Not Pills
01:26:53 The Role Trauma Plays in Sexual Dysfunction
01:27:49 Erection Devices
01:32:25 Is There Anything You Cannot Explain?

Follow Dr Mohit: 
Instagram - https://g2ul0.app.link/L3Z03S4WqPb 
Twitter - https://g2ul0.app.link/JlcpMx8WqPb 
Website - https://g2ul0.app.link/T7gIUo6WqPb 

You can purchase Dr Mohit’s book, ‘RE-COUPLING: A Couple's 4-step Guide to Greater Intimacy and Better Sex’, here: https://g2ul0.app.link/xExobrcXqPb 

DOAC Community Notes:
https://drmokhere.tiiny.co

You can purchase the The Diary Of A CEO Conversation Cards: Second Edition, here: https://g2ul0.app.link/f31dsUttKKb 

Join the waitlist to be the first to hear about the next drop of The 1% Diary! https://bit.ly/1-Diary-YT-ad-reads 

Follow me:
https://g2ul0.app.link/gnGqL4IsKKb  

Get access to exclusive Diary of a CEO content: https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw/join

Sponsors:
Linkedin Jobs - https://www.linkedin.com/doac  
PerfectTed - https://www.perfectted.com with code DIARY40 for 40% off",535419,7278417,815,13.8,2606,326,9542,270,515,8449,https://img.youtube.com/vi/IgW1jepnJp4/hqdefault.jpg,https://img.youtube.com/vi/IgW1jepnJp4/maxresdefault.jpg
AZCUFvVQyLo,Growing A 10+ Million Youtube Following At The Age of 22: Joe Sugg | E172,2022-08-25,"Joe Sugg is an influencer who, after breakout success before he turned 21, decided to dial down the parties and temptations of fame in order to return to nature and make everything more low key. Joe’s new book Grow is out on the 15th September, it goes through the lessons he’s learnt and the strategies he’s adopted to help him find balance and harmony with his life.

00:00 Intro
01:16 Early Years
07:57 Procrastination & self-doubt
17:45 The rapid success of early Youtubers & its impact
25:46 Your Youtube journey 
33:04 Dealing with Imposter Syndrome
38:47 The fall of the OG Youtubers
38:49 Grow: Your new book
41:24 Your struggles with mental health 
47:03 Dianne & you
54:15 Our last guest’s question


Joe’s Book:
https://g2ul0.app.link/NIKf94xNKsb

Joe’s Instagram:
https://g2ul0.app.link/JDwObYVLKsb

Joe’s Twitter:
https://g2ul0.app.link/0OlGqk1MKsb


Listen on:
Apple podcast - https://podcasts.apple.com/gb/podcast/the-diary-of-a-ceo-by-steven-bartlett/id1291423644
Spotify - https://open.spotify.com/show/7iQXmUT7XGuZSzAMjoNWlX



FOLLOW ►
Instagram: https://www.instagram.com/steven/
Twitter: https://twitter.com/SteveBartlettSC
Linkedin: https://www.linkedin.com/in/steven-bartlett-56986834/

Sponsors:
Huel - https://g2ul0.app.link/G4RjcdKNKsb
BlueJeans - https://g2ul0.app.link/NCgpGjVNKsb

Carpets gifted from Tapi - https://g2ul0.app.link/tDr1dkXNKsb

Chandelier & Lights gifted from Tom Kirk Lighting  - https://g2ul0.app.link/h2nesEZNKsb",797851,10916740,820,23.15,5115,138,15470,246,385,1052,https://img.youtube.com/vi/AZCUFvVQyLo/hqdefault.jpg,https://img.youtube.com/vi/AZCUFvVQyLo/maxresdefault.jpg
E5swtIjpxxA,The Orgasm Expert: THIS Is How Often You Should Be Having Sex & Stop Inviting Pets Into The Bedroom!,2024-02-19,"Dr Karen Gurney is a Clinical Psychologist, Psychosexologist and Couples Therapist, she has been helping couples tackle sex problems for over 20 years. She is the author of the bestselling book, ‘Mind The Gap: The truth about desire and how to future proof your sex life’.

0:00 Intro

02:43 What Do You Do and Why Do You Do It?
04:32 Our Attention Is Being Hijacked Which Is Affecting Our Sex Lives 
10:33 Why Does Sex Get Harder the More We Think About It  
12:26 Why Expectations and Pressure Make Sex Worse 
16:32 Our Society Has Created a ""Sexual Script"" That's Wrong
17:46 How to Talk About Sex with Your Partner 
23:45 How to Tell Your Partner You're Not Attracted to Them Anymore 
26:32 How to Not Let Kids Ruin Your Sex Life 
28:01 The Demographic That Comes to You More Than Any Other 
28:52 Why Desire Goes in a Relationship  
34:49 How to Trigger Desire in Your Relationship
39:10 The ""Initiation"" Problem  
40:57 Should We Schedule Sex? 
43:41 What Should We Be Doing to Keep Desire High in Our Relationships 
46:31 How to Talk About Your Fetish with Your Partner
51:30 What Women Really Want During Sex
53:21 Does It Matter Who Initiates Sex?
56:40 If Our Idea of What We Want From Sex Isn't Happening What Should We Do? 
59:07 If Men Can't Get It Up, What Should We Do?
01:00:32 If Men Can't Get It Up, What Should We Do? 
01:01:51 Should We Have Sex Before or After We Eat?
01:03:58 The Optimal Amount of Times to Have Sex 
01:05:52 Sexual Dissatisfaction Between Men and Women
01:08:30 How to Deal with a Sex Life as a Parent
01:12:30 What You Can Do as a Parent to Ensure Your Sex Life Doesn't Go Off Track
01:14:02 The Relationship Between Poor Sleep and Sex 
01:17:15 At What Point Should People Reach Out to You? 
01:17:57 Have You Ever Seen Relationships That Are Unrecoverable? 
01:19:21 The Top 3 Most Common Sexual Problems 
01:21:22 The Impact of Pets on Our Sex Lives 
01:23:19 Are You Hopeful for the Future of Sex? 
01:24:40 How Menopause Affects Our Sex Lives 
01:25:57 Our Bodies Changing Over Time and How That Impacts Our Sex Lives 
01:27:03 Are We Meant to Be Monogamous?
01:32:27 The Last Guest’s Question  

You can pre-order Karen’s book, ‘How Not to Let Having Kids Ruin Your Sex Life’, here: https://amzn.to/49mvtnx

Follow Karen
Twitter - https://bit.ly/4bEnROQ
Instagram - https://bit.ly/49i1AEP

Get tickets to The Business & Life Speaking Tour: https://stevenbartlett.com/tour/

Join this channel to get access to perks:
https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw/join

Follow me:
https://beacons.ai/diaryofaceo

Sponsors:
https://www.eightsleep.com/uk/steven/
CODE: STEVEN (save $150 on the Pod Cover)",2981089,40967589,824,14.3,21521,1025,64463,2074,4386,69674,https://img.youtube.com/vi/E5swtIjpxxA/hqdefault.jpg,https://img.youtube.com/vi/E5swtIjpxxA/maxresdefault.jpg
FN0_ow76hU8,The Mental Health Doctor: Your Phone Screen & Sitting Is Destroying Your Brain!,2024-01-15,"If you want to hear more about how to overcome stress and anxiety, I recommend you check out my conversation with Mel Robbins which you can find here: https://www.youtube.com/watch?v=iEo48f_Rs4w 

00:00 Intro
02:01 Is The World Getting More Stressed?
06:45 What Are the Signs of Being Burnt Out?
13:56 Work Addiction & Burnout Linked
16:23 Toxic Resilience
22:29 The 5 Resets to Deal with Stress
27:51 Understanding If You Have Stress 
35:10 How to Have a Therapeutic Presence
43:06 Why You Should Stick to 2 Changes at a Time 
48:29 Your Stress Score and How to Improve It
53:50 How Exercise Manages to Reduce Stress
58:01 How Social Media Fuels Stress
01:03:34 The Relationship Between Food and Stress
01:12:13 The Importance of Taking Breaks
01:18:16 Your Gut Health Impacts Your Stress
01:21:11 Reset Your Stress by Resetting Your Brain
01:21:50 All the Stuff That Is Making You Stressed!
01:25:55 Only 2% of the Population Can Actually Multitask
01:29:35 Breathing Technique to Reduce Stress
01:35:40 The Science Behind Therapeutic Writing
01:39:13 Don’t Live in Autopilot, It’s Hurting You
01:43:12 Don’t Do This at Nighttime!
01:49:23 What Loneliness Is Doing to You
01:51:28 The Last Guest Question

You can purchase ‘The 5 Resets: Rewire Your Brain and Body for Less Stress and More Resilience’, here: https://amzn.to/41Sof7M


Follow Dr. Aditi:
Twitter: https://bit.ly/47tPNBI
Instagram: https://bit.ly/3vwWGVF


Get tickets to The Business & Life Speaking Tour: https://stevenbartlett.com/tour/

FOLLOW ►
Instagram: https://www.instagram.com/steven/
Twitter: https://x.com/StevenBartlett?s=20
Linkedin: https://www.linkedin.com/in/steven-bartlett-56986834/

Sponsors: 
Huel Bundle: https://try.huel.com/steven-bartlett
WHOOP: https://join.whoop.com/en-uk/CEO
ZOE: http://joinzoe.com with an exclusive code CEO10 for 10% off",3294921,45832457,834,11.79,61791,1261,75571,953,2293,73493,https://img.youtube.com/vi/FN0_ow76hU8/hqdefault.jpg,https://img.youtube.com/vi/FN0_ow76hU8/maxresdefault.jpg
Jn5S-eX5twE,Moonpig Founder: How I Built A $150 Million Business WITHOUT Sacrifice: Nick Jenkins | E97,2021-09-13,"This weeks episode entitled  'How I Built A $150 Million Business WITHOUT Sacrifice' topics:

0:00 Intro
02:29 Being an entrepreneur 
09:50 Starting a business - Moon Pig
27:04 Stepping back from MoonPig and hiring people  
31:07 Your personal sacrifice 
34:21 Maintaining Focus
37:05 The importance of being able to communicate well 
42:20 Dragons Den
45:55 Selling Moonpig
52:01 You seem very balanced 
57:52 The next chapter of your life
01:01:45 What to do if you don't like your job? 
01:03:06 Being happy with where you are


We’re going on tour! With such a great reception to The Diary Of a CEO live we’ve decided to take it around the U.K. Sign up here if you’re interested in coming  - https://thediaryofaceolive.com/


Listen on:
Apple podcast - https://podcasts.apple.com/gb/podcast/the-diary-of-a-ceo-by-steven-bartlett/id1291423644
Spotify - https://open.spotify.com/show/7iQXmUT7XGuZSzAMjoNWlX


FOLLOW ►
Instagram: https://www.instagram.com/steven/
Twitter: https://twitter.com/SteveBartlettSC
Linkedin: https://www.linkedin.com/in/steven-bartlett-56986834/


Sponsors:
https://uk.huel.com/ 
https://www.fiverr.com/ceo",339817,4806640,848,20.63,5100,59,5457,64,300,2557,https://img.youtube.com/vi/Jn5S-eX5twE/hqdefault.jpg,https://img.youtube.com/vi/Jn5S-eX5twE/maxresdefault.jpg
